QueryNumber;DocInfos
28;[2, '9', 0.07667192428546826]
28;[3, '38', 0.06324865297355178]
28;[4, '29', 0.061131872146964035]
28;[5, '13', 0.059738139180389345]
28;[6, '8', 0.018576224554277227]
29;[1, '87', 0.05159806604809017]
29;[2, '149', 0.045562885167552816]
29;[3, '114', 0.04300451692612691]
29;[4, '81', 0.04268628195647608]
30;[1, '43', 0.2028508712996675]
30;[2, '48', 0.11203768560688437]
30;[3, '108', 0.10061623884784278]
30;[4, '74', 0.087065118313471]
30;[5, '64', 0.07540196279237187]
30;[6, '29', 0.06107863822822792]
30;[7, '5', 0.059222810755837754]
30;[8, '2', 0.05530206177713503]
30;[9, '145', 0.05343757311102478]
30;[10, '45', 0.05112497502823189]
30;[11, '79', 0.050662813513940794]
30;[12, '13', 0.04926108971153602]
30;[13, '69', 0.04752293298410761]
30;[14, '52', 0.047312715488777864]
30;[15, '21', 0.04229634452399931]
30;[16, '66', 0.03954400657352763]
30;[17, '160', 0.03880776957684675]
30;[18, '68', 0.03770586126222639]
30;[19, '138', 0.037065772763597675]
30;[20, '20', 0.037065522152729485]
30;[21, '93', 0.03592370225354429]
30;[22, '3', 0.03425012230127494]
30;[23, '97', 0.03159726532984041]
30;[24, '70', 0.03146045645622157]
30;[25, '113', 0.03137611404285347]
30;[26, '57', 0.029833721155065895]
30;[27, '155', 0.02847086285206987]
30;[28, '51', 0.02707532839063149]
30;[29, '81', 0.025858295745797216]
30;[30, '124', 0.0243141593693261]
30;[31, '149', 0.02396896904796632]
30;[32, '1', 0.021954062232374717]
30;[33, '159', 0.01965606844033689]
30;[34, '92', 0.018342600051792435]
30;[35, '87', 0.017812011814576638]
30;[36, '49', 0.01755710059627098]
30;[37, '31', 0.01754252628705471]
30;[38, '24', 0.01713261224950171]
30;[39, '127', 0.016775174800605395]
30;[40, '7', 0.014674607302976758]
30;[41, '134', 0.012334620328109133]
30;[42, '100', 0.01111540138497385]
30;[43, '8', 0.010856500739338554]
30;[44, '75', 0.010827901221200179]
31;[1, '43', 0.15792981573611092]
31;[2, '108', 0.09756377190262468]
31;[3, '100', 0.08326133467114395]
31;[4, '145', 0.08052755881369672]
31;[5, '159', 0.08049365345041733]
31;[6, '11', 0.07474064516877961]
31;[7, '28', 0.06885833357594603]
31;[8, '62', 0.046940127487058794]
31;[9, '127', 0.044360545789868484]
31;[10, '152', 0.04120072033739847]
31;[11, '55', 0.040563651115574785]
31;[12, '144', 0.03359863589093925]
31;[13, '61', 0.03296792332495543]
31;[14, '51', 0.029807163923327336]
31;[15, '24', 0.028662048215771372]
31;[16, '7', 0.027618662754558723]
31;[17, '80', 0.024212094762138606]
31;[18, '23', 0.02307872546666717]
31;[19, '6', 0.022589288327823507]
31;[20, '82', 0.021980483701874047]
31;[21, '160', 0.021361690107441884]
31;[22, '26', 0.020941217225505758]
31;[23, '59', 0.020098229504561062]
31;[24, '1', 0.018364052751344753]
31;[25, '89', 0.01727969523067941]
31;[26, '141', 0.016824434251105223]
31;[27, '150', 0.015491181541575912]
31;[28, '31', 0.014673907485433884]
31;[29, '166', 0.013829297493158931]
31;[30, '3', 0.012568625762650143]
31;[31, '113', 0.0115139628355773]
31;[32, '4', 0.011082781150885438]
31;[33, '42', 0.01097480427331089]
31;[34, '139', 0.010825202598205767]
31;[35, '167', 0.010560352455885779]
31;[36, '64', 0.010044202195571892]
31;[37, '140', 0.009632386057061768]
31;[38, '74', 0.00919155895147363]
31;[39, '8', 0.009081205571979526]
31;[40, '156', 0.008819444167026182]
31;[41, '149', 0.008795793464049009]
31;[42, '143', 0.008100588327567403]
31;[43, '21', 0.007760657331002801]
31;[44, '27', 0.007729780003560462]
31;[45, '53', 0.007565551291869024]
31;[46, '65', 0.0075638013614718735]
31;[47, '15', 0.007411495285536258]
31;[48, '13', 0.007300922757468082]
31;[49, '52', 0.007012156719479523]
31;[50, '68', 0.006918382000137987]
31;[51, '151', 0.006760734457591352]
31;[52, '92', 0.0067311080975720914]
31;[53, '148', 0.006509509719785051]
31;[54, '49', 0.006442856610281864]
31;[55, '85', 0.006102968389746717]
31;[56, '40', 0.005488105849662206]
31;[57, '5', 0.005433187496783538]
31;[58, '155', 0.005223917409399787]
31;[59, '124', 0.005084554518166388]
31;[60, '137', 0.004710776951290275]
31;[61, '22', 0.004675506392531537]
31;[62, '161', 0.0046001822200765685]
31;[63, '134', 0.00452638462031447]
31;[64, '93', 0.004394257492591615]
31;[65, '123', 0.00415129631513738]
31;[66, '47', 0.0037642806642201082]
32;[1, '159', 0.1620154934611676]
32;[2, '114', 0.1313523067523903]
32;[3, '31', 0.10566956219735303]
32;[4, '27', 0.07521565093291459]
32;[5, '6', 0.058899576975247815]
32;[6, '75', 0.05203636316893634]
32;[7, '62', 0.046940127487058794]
32;[8, '61', 0.04335715659596302]
32;[9, '55', 0.040563651115574785]
32;[10, '141', 0.039360929392875194]
32;[11, '148', 0.03492557929488559]
32;[12, '49', 0.034567964272954096]
32;[13, '144', 0.03359863589093925]
32;[14, '11', 0.03348787047463902]
32;[15, '51', 0.029807163923327336]
32;[16, '24', 0.028662048215771372]
32;[17, '7', 0.027618662754558723]
32;[18, '100', 0.02447383731605168]
32;[19, '80', 0.024212094762138606]
32;[20, '81', 0.023605286464355016]
32;[21, '93', 0.02357658181739705]
32;[22, '23', 0.02307872546666717]
32;[23, '123', 0.02227301822596933]
32;[24, '82', 0.021980483701874047]
32;[25, '160', 0.021361690107441884]
32;[26, '26', 0.020941217225505758]
32;[27, '59', 0.020098229504561062]
32;[28, '8', 0.01899178948949159]
32;[29, '1', 0.018364052751344753]
32;[30, '89', 0.01727969523067941]
32;[31, '150', 0.015491181541575912]
32;[32, '86', 0.014949999902207311]
32;[33, '166', 0.013829297493158931]
32;[34, '3', 0.012568625762650143]
32;[35, '113', 0.0115139628355773]
32;[36, '4', 0.011082781150885438]
32;[37, '42', 0.01097480427331089]
32;[38, '139', 0.010825202598205767]
32;[39, '167', 0.010560352455885779]
32;[40, '64', 0.010044202195571892]
32;[41, '140', 0.009632386057061768]
32;[42, '74', 0.00919155895147363]
32;[43, '156', 0.008819444167026182]
32;[44, '149', 0.008795793464049009]
32;[45, '43', 0.008173192742859565]
32;[46, '143', 0.008100588327567403]
32;[47, '21', 0.007760657331002801]
32;[48, '53', 0.007565551291869024]
32;[49, '65', 0.0075638013614718735]
32;[50, '15', 0.007411495285536258]
32;[51, '13', 0.007300922757468082]
32;[52, '52', 0.007012156719479523]
32;[53, '68', 0.006918382000137987]
32;[54, '151', 0.006760734457591352]
32;[55, '92', 0.0067311080975720914]
32;[56, '85', 0.006102968389746717]
32;[57, '108', 0.005714132455472844]
32;[58, '40', 0.005488105849662206]
32;[59, '5', 0.005433187496783538]
32;[60, '155', 0.005223917409399787]
32;[61, '124', 0.005084554518166388]
32;[62, '137', 0.004710776951290275]
32;[63, '22', 0.004675506392531537]
32;[64, '161', 0.0046001822200765685]
32;[65, '134', 0.00452638462031447]
32;[66, '47', 0.0037642806642201082]
33;[1, '114', 0.1313523067523903]
33;[2, '65', 0.08752438130673577]
33;[3, '138', 0.08055332912297677]
33;[4, '80', 0.07632849105851586]
33;[5, '32', 0.06360539201452234]
33;[6, '78', 0.0628830870586745]
33;[7, '66', 0.06095402652819558]
33;[8, '158', 0.05594224597974071]
33;[9, '2', 0.05272587377597753]
33;[10, '9', 0.04869105855367317]
33;[11, '4', 0.039678521142921835]
33;[12, '11', 0.033185445555703484]
33;[13, '131', 0.03152080410130705]
33;[14, '124', 0.029417912181678604]
33;[15, '69', 0.02880300342605912]
33;[16, '152', 0.028328969518786332]
33;[17, '155', 0.025883704206933002]
33;[18, '48', 0.025464194124934295]
33;[19, '149', 0.022852400000137135]
33;[20, '93', 0.0228334897436477]
33;[21, '141', 0.02253649514176997]
33;[22, '122', 0.021508330964198356]
33;[23, '24', 0.01775200294722686]
33;[24, '144', 0.016647605331444843]
33;[25, '137', 0.013627666117592207]
34;[1, '65', 0.20543127035183134]
34;[2, '69', 0.11364974221158773]
34;[3, '151', 0.11115263450731806]
34;[4, '81', 0.07169483153390581]
34;[5, '155', 0.05390316665012431]
34;[6, '42', 0.05092526683355659]
34;[7, '32', 0.036722590201496146]
34;[8, '3', 0.03604719777056029]
34;[9, '66', 0.03519182362424531]
34;[10, '50', 0.03343140667878536]
34;[11, '158', 0.03229827077547556]
34;[12, '113', 0.03150250652366344]
34;[13, '24', 0.03091944078916306]
34;[14, '28', 0.030587301018173866]
34;[15, '145', 0.030574591444619256]
34;[16, '45', 0.02392883437741065]
34;[17, '4', 0.023423209130940027]
34;[18, '38', 0.02114937953192685]
34;[19, '141', 0.020078601697440093]
34;[20, '150', 0.017970538105410463]
34;[21, '148', 0.017810190578324666]
34;[22, '47', 0.01746700829353154]
34;[23, '124', 0.01698443951708891]
34;[24, '79', 0.016728910351211372]
34;[25, '23', 0.014576609270108102]
34;[26, '1', 0.013773195206095629]
34;[27, '31', 0.011005554981226512]
34;[28, '144', 0.009192675549290472]
34;[29, '137', 0.007867936701418204]
35;[1, '65', 0.1974695160330314]
35;[2, '51', 0.16252449154924478]
35;[3, '44', 0.11375746814769763]
35;[4, '32', 0.09021426211185961]
35;[5, '114', 0.0690824362700169]
35;[6, '124', 0.0663382445144361]
35;[7, '55', 0.06545415464581149]
35;[8, '149', 0.06398435322980404]
35;[9, '138', 0.06102453589838826]
35;[10, '66', 0.06095402652819558]
35;[11, '59', 0.060542961995659755]
35;[12, '62', 0.059960326417135196]
35;[13, '10', 0.05824310788701524]
35;[14, '69', 0.05760600685211824]
35;[15, '150', 0.056684329740221945]
35;[16, '140', 0.05440040140290781]
35;[17, '48', 0.05348611938856531]
35;[18, '143', 0.05149464212316457]
35;[19, '11', 0.04939641418789586]
35;[20, '2', 0.04912000813188593]
35;[21, '134', 0.04710779034095516]
35;[22, '29', 0.045307314159179025]
35;[23, '144', 0.04104448805910089]
35;[24, '43', 0.04049690812526363]
35;[25, '122', 0.04007479881143535]
35;[26, '4', 0.039678521142921835]
35;[27, '52', 0.038234003356660606]
35;[28, '50', 0.03569835854017892]
35;[29, '24', 0.03509557981456362]
35;[30, '160', 0.034469563989804324]
35;[31, '3', 0.034265412113710224]
35;[32, '86', 0.033937948314223476]
35;[33, '78', 0.03299250024201096]
35;[34, '151', 0.03272768697119639]
35;[35, '131', 0.03152080410130705]
35;[36, '152', 0.028328969518786332]
35;[37, '70', 0.0279435852353949]
35;[38, '113', 0.027868671210539916]
35;[39, '108', 0.027661245902755843]
35;[40, '155', 0.025883704206933002]
35;[41, '35', 0.025436287665339428]
35;[42, '137', 0.025029743393371065]
35;[43, '100', 0.02473576673431649]
35;[44, '31', 0.024272972738595636]
35;[45, '25', 0.02329482380282595]
35;[46, '93', 0.021772867416065985]
35;[47, '26', 0.021165339040765035]
35;[48, '68', 0.02097727640226656]
35;[49, '139', 0.019651184585946644]
35;[50, '49', 0.019535432407657927]
35;[51, '45', 0.018339955874897812]
35;[52, '145', 0.01694162024339867]
35;[53, '22', 0.014176636952793599]
35;[54, '41', 0.013979799527232866]
35;[55, '123', 0.012587175762860541]
35;[56, '8', 0.006883797372905188]
36;[1, '66', 0.13566785682231786]
36;[2, '55', 0.13173257110922293]
36;[3, '65', 0.11645876405283388]
36;[4, '32', 0.07790037766263776]
36;[5, '124', 0.0731119403220118]
36;[6, '70', 0.0700594048226161]
36;[7, '4', 0.062169644649498555]
36;[8, '62', 0.057489680402242616]
36;[9, '52', 0.05114082726691978]
36;[10, '139', 0.046104058762424224]
36;[11, '159', 0.044171073888387244]
36;[12, '150', 0.04247450085976432]
36;[13, '144', 0.04114975699318122]
36;[14, '11', 0.04101409761763995]
36;[15, '51', 0.036506171145823545]
36;[16, '24', 0.03510369655584443]
36;[17, '61', 0.03441664890946077]
36;[18, '7', 0.03382581556333969]
36;[19, '48', 0.031187141158633108]
36;[20, '100', 0.029974206736106387]
36;[21, '80', 0.02965363888557641]
36;[22, '23', 0.028265550653555075]
36;[23, '6', 0.02766611502788772]
36;[24, '82', 0.026920484684576647]
36;[25, '160', 0.02616262040334589]
36;[26, '26', 0.025647648397635378]
36;[27, '59', 0.024615203509762273]
36;[28, '1', 0.022491279425174086]
36;[29, '137', 0.02245991409792045]
36;[30, '89', 0.02116321811298431]
36;[31, '141', 0.02060563956310611]
36;[32, '31', 0.017971792936059796]
36;[33, '166', 0.016937361179694962]
36;[34, '3', 0.01539335994324596]
36;[35, '113', 0.014101666932266655]
36;[36, '42', 0.013441335248264007]
36;[37, '167', 0.012933737510433679]
36;[38, '64', 0.012301585126246814]
36;[39, '140', 0.011797215422650248]
36;[40, '74', 0.01125731468591078]
36;[41, '8', 0.011122159950334646]
36;[42, '156', 0.010801569012089781]
36;[43, '149', 0.01077260293491368]
36;[44, '43', 0.010010075894712206]
36;[45, '143', 0.009921154009442745]
36;[46, '21', 0.009504825264773217]
36;[47, '27', 0.009467008416345934]
36;[48, '53', 0.009265870143966598]
36;[49, '15', 0.009077190840303472]
36;[50, '13', 0.00894176770363517]
36;[51, '68', 0.008473252872996882]
36;[52, '151', 0.008280174853775404]
36;[53, '92', 0.008243890121283813]
36;[54, '148', 0.007972488644580441]
36;[55, '49', 0.007890855590554111]
36;[56, '85', 0.007474579235607276]
36;[57, '108', 0.006998354419292592]
36;[58, '40', 0.006721529493027965]
36;[59, '5', 0.006654268521994543]
36;[60, '155', 0.006397966055735625]
36;[61, '22', 0.005726302475411589]
36;[62, '161', 0.005634049581505551]
36;[63, '134', 0.005543666349675912]
36;[64, '93', 0.005381844327625644]
36;[65, '123', 0.005084278871591308]
36;[66, '47', 0.004610283437982101]
37;[1, '69', 0.13521554887316517]
37;[2, '114', 0.10174505930758712]
37;[3, '97', 0.09708367502980772]
37;[4, '151', 0.08417762264678083]
37;[5, '38', 0.07375960848037624]
37;[6, '148', 0.07267048501530192]
37;[7, '22', 0.06850303963828154]
37;[8, '5', 0.060654701746627314]
37;[9, '3', 0.0599651684829267]
37;[10, '131', 0.05476728867041551]
37;[11, '81', 0.05194862367671272]
37;[12, '145', 0.03778607031695754]
37;[13, '79', 0.035824018989697]
37;[14, '64', 0.033963058999145875]
37;[15, '138', 0.026209459271059554]
37;[16, '24', 0.02586522865634929]
37;[17, '11', 0.025705335594742505]
37;[18, '152', 0.021943525432295396]
37;[19, '155', 0.020049431066322072]
37;[20, '139', 0.01982564080817679]
37;[21, '48', 0.01972447995409265]
37;[22, '65', 0.018043524868084516]
37;[23, '66', 0.01781167729038482]
37;[24, '141', 0.01745669407319189]
37;[25, '124', 0.017192706968900916]
37;[26, '1', 0.015523866279103637]
37;[27, '4', 0.014178596845602482]
37;[28, '144', 0.012895179640583935]
37;[29, '31', 0.01240443929671965]
37;[30, '7', 0.010376514335184498]
37;[31, '8', 0.007676705292743059]
38;[1, '99', 0.08869058658309706]
38;[2, '161', 0.05741691054454745]
38;[3, '89', 0.053918881243819994]
39;[1, '3', 0.13854180506674552]
39;[2, '138', 0.09448888366925608]
39;[3, '85', 0.08969596442738112]
39;[4, '59', 0.08960394089373142]
39;[5, '55', 0.08806297218818007]
39;[6, '134', 0.06574669109791283]
39;[7, '129', 0.056069307870513986]
39;[8, '45', 0.05568120631220623]
39;[9, '79', 0.05129607609741866]
39;[10, '108', 0.0419906010262579]
39;[11, '150', 0.037502113091342514]
39;[12, '25', 0.0371976975239307]
39;[13, '82', 0.035474573426511925]
39;[14, '50', 0.034883440515701664]
39;[15, '52', 0.03395101833935213]
39;[16, '151', 0.032733697882070575]
39;[17, '122', 0.0304173733535785]
39;[18, '97', 0.028070255210120854]
39;[19, '152', 0.02768227905962299]
39;[20, '66', 0.0255043733081153]
39;[21, '124', 0.024618075522207652]
39;[22, '140', 0.023594697474771796]
39;[23, '47', 0.018225656809748473]
39;[24, '141', 0.013576580849980754]
39;[25, '139', 0.013103195872601867]
39;[26, '8', 0.010992202158759944]
40;[1, '113', 0.12010855813740519]
40;[2, '151', 0.10762981447778494]
40;[3, '148', 0.10561047189412848]
40;[4, '3', 0.08987122037703142]
40;[5, '145', 0.08638497981670008]
40;[6, '65', 0.08609676347386638]
40;[7, '69', 0.06964870430672046]
40;[8, '66', 0.06449371104900267]
40;[9, '38', 0.059819478739653785]
40;[10, '79', 0.0582341481027933]
40;[11, '89', 0.05498427487921403]
40;[12, '32', 0.051933585108425176]
40;[13, '10', 0.04987186109748037]
40;[14, '149', 0.04751892161828743]
40;[15, '28', 0.04325697593628985]
40;[16, '124', 0.0382328772440498]
40;[17, '150', 0.03808292004099961]
40;[18, '134', 0.03795886980370714]
40;[19, '156', 0.03741815550085037]
40;[20, '81', 0.03548502168648887]
40;[21, '4', 0.0331254200272767]
40;[22, '129', 0.03237162999231725]
40;[23, '99', 0.030147680363469948]
40;[24, '13', 0.02824964784737854]
40;[25, '155', 0.028222004408389605]
40;[26, '24', 0.02772569973610165]
40;[27, '131', 0.024615147725903327]
40;[28, '8', 0.02391542179694088]
40;[29, '143', 0.021881551867549885]
40;[30, '138', 0.021667423516244056]
40;[31, '25', 0.021476100678675666]
40;[32, '82', 0.020481254517183807]
40;[33, '50', 0.02013996377200065]
40;[34, '52', 0.01960162957748687]
40;[35, '22', 0.01809105690949512]
40;[36, '23', 0.01785982098037625]
40;[37, '97', 0.01620636940178477]
40;[38, '152', 0.01598237126685567]
40;[39, '75', 0.015374650014338293]
40;[40, '144', 0.013000406436302122]
40;[41, '55', 0.012598971492356205]
40;[42, '7', 0.01187395564384443]
40;[43, '137', 0.011126942791038654]
40;[44, '47', 0.010522587865266017]
40;[45, '141', 0.007838442608411106]
40;[46, '139', 0.007565133664291081]
41;[1, '55', 0.12984476388244748]
41;[2, '51', 0.124866581488215]
41;[3, '65', 0.08774123918364857]
41;[4, '140', 0.07842382804250539]
41;[5, '144', 0.07102971399182]
41;[6, '160', 0.06837904211896292]
41;[7, '150', 0.06489483156752453]
41;[8, '11', 0.06086839831020749]
41;[9, '2', 0.06015947804224044]
41;[10, '44', 0.058865083179249426]
41;[11, '143', 0.057947951223683826]
41;[12, '62', 0.057489680402242616]
41;[13, '24', 0.05634515337570093]
41;[14, '124', 0.05144526974405303]
41;[15, '122', 0.04908140431635519]
41;[16, '151', 0.04836324162425751]
41;[17, '113', 0.04823367906987384]
41;[18, '138', 0.04595510598072818]
41;[19, '59', 0.04447494607306767]
41;[20, '159', 0.044171073888387244]
41;[21, '108', 0.04087632347499441]
41;[22, '139', 0.03732579890233501]
41;[23, '70', 0.03422376270534363]
41;[24, '3', 0.034022588350960704]
41;[25, '7', 0.03382581556333969]
41;[26, '32', 0.03258907718523884]
41;[27, '35', 0.031152962865365598]
41;[28, '100', 0.029974206736106387]
41;[29, '80', 0.02965363888557641]
41;[30, '52', 0.02937495297014102]
41;[31, '23', 0.028265550653555075]
41;[32, '6', 0.02766611502788772]
41;[33, '82', 0.026920484684576647]
41;[34, '26', 0.025647648397635378]
41;[35, '149', 0.02380973591692899]
41;[36, '1', 0.022491279425174086]
41;[37, '45', 0.022461766899329137]
41;[38, '89', 0.02116321811298431]
41;[39, '141', 0.02060563956310611]
41;[40, '137', 0.019734135578083206]
41;[41, '134', 0.01896168905882302]
41;[42, '31', 0.017971792936059796]
41;[43, '78', 0.017937178771128326]
41;[44, '166', 0.016937361179694962]
41;[45, '48', 0.015234804251813505]
41;[46, '4', 0.01357357937530231]
41;[47, '42', 0.013441335248264007]
41;[48, '167', 0.012933737510433679]
41;[49, '64', 0.012301585126246814]
41;[50, '74', 0.01125731468591078]
41;[51, '8', 0.011122159950334646]
41;[52, '156', 0.010801569012089781]
41;[53, '43', 0.010010075894712206]
41;[54, '61', 0.00989717123097882]
41;[55, '21', 0.009504825264773217]
41;[56, '27', 0.009467008416345934]
41;[57, '53', 0.009265870143966598]
41;[58, '15', 0.009077190840303472]
41;[59, '13', 0.00894176770363517]
41;[60, '68', 0.008473252872996882]
41;[61, '92', 0.008243890121283813]
41;[62, '148', 0.007972488644580441]
41;[63, '49', 0.007890855590554111]
41;[64, '85', 0.007474579235607276]
41;[65, '40', 0.006721529493027965]
41;[66, '5', 0.006654268521994543]
41;[67, '155', 0.006397966055735625]
41;[68, '22', 0.005726302475411589]
41;[69, '161', 0.005634049581505551]
41;[70, '93', 0.005381844327625644]
41;[71, '123', 0.005084278871591308]
41;[72, '47', 0.004610283437982101]
42;[1, '92', 0.2134064605832886]
42;[2, '129', 0.08942396882476122]
42;[3, '117', 0.07790072824503076]
42;[4, '66', 0.0619871957177576]
42;[5, '42', 0.057975604674567194]
42;[6, '149', 0.04646474160008026]
42;[7, '59', 0.04633045609593396]
42;[8, '151', 0.04529898336722058]
42;[9, '62', 0.03832645360149508]
42;[10, '55', 0.033120082445811945]
42;[11, '114', 0.032053674395453355]
42;[12, '20', 0.030373545430769474]
42;[13, '159', 0.02944738259225816]
42;[14, '144', 0.027433171328787476]
42;[15, '11', 0.0273427317450933]
42;[16, '97', 0.025892552384111273]
42;[17, '51', 0.024337447430549032]
42;[18, '24', 0.023402464370562953]
42;[19, '7', 0.022550543708893128]
42;[20, '140', 0.022204584698095428]
42;[21, '100', 0.01998280449073759]
42;[22, '80', 0.019769092590384275]
42;[23, '23', 0.018843700435703385]
42;[24, '6', 0.018444076685258482]
42;[25, '82', 0.017946989789717763]
42;[26, '160', 0.017441746935563926]
42;[27, '26', 0.017098432265090256]
42;[28, '1', 0.014994186283449392]
42;[29, '89', 0.014108812075322873]
42;[30, '141', 0.01373709304207074]
42;[31, '150', 0.012648496763227431]
42;[32, '31', 0.011981195290706532]
42;[33, '166', 0.011291574119796638]
42;[34, '3', 0.010262239962163975]
42;[35, '113', 0.00940111128817777]
42;[36, '4', 0.009049052916868206]
42;[37, '139', 0.008838740909284944]
42;[38, '167', 0.008622491673622454]
42;[39, '64', 0.00820105675083121]
42;[40, '74', 0.007504876457273853]
42;[41, '8', 0.007414773300223096]
42;[42, '156', 0.007201046008059854]
42;[43, '43', 0.0066733839298081365]
42;[44, '143', 0.00661410267296183]
42;[45, '61', 0.00659811415398588]
42;[46, '21', 0.006336550176515478]
42;[47, '27', 0.006311338944230623]
42;[48, '53', 0.006177246762644398]
42;[49, '65', 0.006175817950458263]
42;[50, '15', 0.006051460560202315]
42;[51, '13', 0.005961178469090115]
42;[52, '52', 0.0057254019863844105]
42;[53, '68', 0.0056488352486645885]
42;[54, '148', 0.005314992429720293]
42;[55, '49', 0.0052605703937027406]
42;[56, '85', 0.004983052823738184]
42;[57, '108', 0.004665569612861728]
42;[58, '40', 0.004481019662018644]
42;[59, '5', 0.004436179014663029]
42;[60, '155', 0.00426531070382375]
42;[61, '124', 0.004151521379623477]
42;[62, '137', 0.003846333274241646]
42;[63, '22', 0.003817534983607726]
42;[64, '161', 0.0037560330543370333]
42;[65, '134', 0.0036957775664506086]
42;[66, '93', 0.0035878962184170957]
42;[67, '123', 0.0033895192477275383]
42;[68, '47', 0.0030735222919880674]
43;[1, '65', 0.2503708282047573]
43;[2, '140', 0.20266271519558793]
43;[3, '4', 0.1820342579056847]
43;[4, '124', 0.09927534570344644]
43;[5, '66', 0.07040434898808562]
43;[6, '32', 0.060132646497966236]
43;[7, '137', 0.04352306166043761]
43;[8, '3', 0.03870734981448283]
43;[9, '59', 0.03664475898816725]
43;[10, '117', 0.031802839131923784]
43;[11, '150', 0.021183605273694686]
43;[12, '24', 0.01959713383091433]
43;[13, '144', 0.018377945892327156]
44;[1, '53', 0.11957433086134191]
44;[2, '124', 0.10866752550184121]
44;[3, '62', 0.10592936878299836]
44;[4, '7', 0.10551443756729943]
44;[5, '138', 0.08979497872995619]
44;[6, '145', 0.07666680796397005]
44;[7, '143', 0.07062942630794151]
44;[8, '141', 0.06957748276813439]
44;[9, '55', 0.06624016489162389]
44;[10, '159', 0.05889476518451632]
44;[11, '74', 0.05843101937272449]
44;[12, '68', 0.056697692716736275]
44;[13, '144', 0.05486634265757495]
44;[14, '11', 0.0546854634901866]
44;[15, '51', 0.048674894861098064]
44;[16, '24', 0.046804928741125906]
44;[17, '100', 0.03996560898147518]
44;[18, '80', 0.03953818518076855]
44;[19, '161', 0.03907243284833881]
44;[20, '23', 0.03768740087140677]
44;[21, '6', 0.036888153370516964]
44;[22, '82', 0.03589397957943553]
44;[23, '52', 0.03550487695458808]
44;[24, '160', 0.03488349387112785]
44;[25, '151', 0.0342318425902554]
44;[26, '26', 0.03419686453018051]
44;[27, '59', 0.0328202713463497]
44;[28, '49', 0.032622321538913236]
44;[29, '85', 0.030901354662218845]
44;[30, '1', 0.029988372566898784]
44;[31, '89', 0.028217624150645746]
44;[32, '139', 0.02696100983131617]
44;[33, '65', 0.025324836390247057]
44;[34, '150', 0.025296993526454863]
44;[35, '31', 0.023962390581413064]
44;[36, '137', 0.023852227311383485]
44;[37, '166', 0.022583148239593277]
44;[38, '3', 0.02052447992432795]
44;[39, '113', 0.01880222257635554]
44;[40, '4', 0.018098105833736413]
44;[41, '42', 0.017921780331018676]
44;[42, '167', 0.01724498334724491]
44;[43, '64', 0.01640211350166242]
44;[44, '140', 0.015729620563533664]
44;[45, '8', 0.014829546600446192]
44;[46, '156', 0.014402092016119708]
44;[47, '149', 0.014363470579884909]
44;[48, '43', 0.013346767859616273]
44;[49, '61', 0.01319622830797176]
44;[50, '21', 0.012673100353030957]
44;[51, '27', 0.012622677888461246]
44;[52, '15', 0.01210292112040463]
44;[53, '13', 0.01192235693818023]
44;[54, '92', 0.010991853495045084]
44;[55, '148', 0.010629984859440587]
44;[56, '108', 0.009331139225723456]
44;[57, '40', 0.008962039324037288]
44;[58, '5', 0.008872358029326058]
44;[59, '155', 0.0085306214076475]
44;[60, '22', 0.007635069967215452]
44;[61, '134', 0.007391555132901217]
44;[62, '93', 0.0071757924368341915]
44;[63, '123', 0.0067790384954550765]
44;[64, '47', 0.006147044583976135]
45;[1, '117', 0.10451479431157601]
45;[2, '42', 0.07778243585339209]
45;[3, '87', 0.07441252671551575]
45;[4, '26', 0.06267356916308318]
45;[5, '32', 0.06257666409858557]
45;[6, '149', 0.06233899246484508]
45;[7, '57', 0.06231756961495576]
45;[8, '59', 0.062158829555446715]
45;[9, '158', 0.06128166008121334]
45;[10, '35', 0.05981907624511357]
45;[11, '166', 0.05450855182542882]
45;[12, '62', 0.05142033335366078]
45;[13, '55', 0.04443525346153981]
45;[14, '20', 0.040750387380527206]
45;[15, '159', 0.03950780954143993]
45;[16, '144', 0.03680546155774022]
45;[17, '11', 0.03668412412354204]
45;[18, '97', 0.03473850434510823]
45;[19, '51', 0.032652112112121136]
45;[20, '24', 0.03139770070415735]
45;[21, '7', 0.030254729197599153]
45;[22, '140', 0.029790576478255813]
45;[23, '100', 0.02680974553342639]
45;[24, '80', 0.026523020931351983]
45;[25, '23', 0.0252814770731251]
45;[26, '6', 0.024745325550274172]
45;[27, '82', 0.024078413496782147]
45;[28, '160', 0.023400559076561748]
45;[29, '8', 0.022870890394910467]
45;[30, '1', 0.02011681187825266]
45;[31, '89', 0.018928957729315098]
45;[32, '141', 0.018430244313185733]
45;[33, '150', 0.01696973914545756]
45;[34, '31', 0.016074460273032092]
45;[35, '3', 0.013768239694088108]
45;[36, '113', 0.012612914342643665]
45;[37, '4', 0.01214057847246604]
45;[38, '139', 0.01185841530520166]
45;[39, '167', 0.01156828651058744]
45;[40, '64', 0.011002872229315282]
45;[41, '74', 0.01006884835272128]
45;[42, '156', 0.0096612170298752]
45;[43, '43', 0.008953284064203407]
45;[44, '143', 0.008873749912143427]
45;[45, '61', 0.008852299062969565]
45;[46, '21', 0.00850137416251614]
45;[47, '27', 0.008467549745004856]
45;[48, '53', 0.00828764620503803]
45;[49, '65', 0.008285729252332863]
45;[50, '15', 0.0081188863054628]
45;[51, '13', 0.007997760169736174]
